[2026-06-02 01:01:54] [INFO ] INICIO_SESION | usuario=1 tipo=Admin
[2026-06-02 01:02:16] [INFO ] COPIA_SEGURIDAD | ruta=C:\Users\alalu\Documents\uni\ingenieria de software\proyecto-software\copias_seguridad\backup_20260602_010216.json por=1
[2026-06-02 01:02:28] [INFO ] CIERRE_SESION | usuario=1
[2026-06-02 01:02:36] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:02:48] [INFO ] ALTA_LIBRO | isbn=123123123421 titulo='a' por=12
[2026-06-02 01:04:14] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 01:04:17] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 01:04:28] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 01:04:33] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:13:57] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:14:11] [INFO ] PRESTAMO | isbn=978-84-7615-402-7 estudiante=123 devolucion=2026-06-16
[2026-06-02 01:15:11] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 01:16:39] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:16:49] [INFO ] DEVOLUCION | isbn=978-84-7615-402-7 estudiante=123
[2026-06-02 01:17:28] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:17:47] [INFO ] SANCION_APLICADA | estudiante=123 tipo=manual motivo=12323 dias=1
[2026-06-02 01:18:16] [INFO ] DEVOLUCION | isbn=978-84-291-5032-2 estudiante=123
[2026-06-02 01:19:00] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:19:10] [INFO ] SANCION_ELIMINADA | estudiante=123 tipo=12323
[2026-06-02 01:19:35] [INFO ] PRESTAMO | isbn=978-84-8322-910-6 estudiante=123 devolucion=2026-06-16
[2026-06-02 01:19:57] [INFO ] DEVOLUCION | isbn=978-84-8322-910-6 estudiante=123
[2026-06-02 01:22:25] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 01:25:32] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:27:42] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:28:32] [INFO ] PRESTAMO | isbn=978-84-8322-337-1 estudiante=123 devolucion=2026-06-16
[2026-06-02 01:28:47] [INFO ] PRESTAMO | isbn=978-84-9835-067-2 estudiante=123 devolucion=2026-06-16
[2026-06-02 01:29:00] [INFO ] PRESTAMO | isbn=978-84-7615-318-1 estudiante=123 devolucion=2026-06-16
[2026-06-02 01:29:05] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 01:34:26] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:34:32] [INFO ] DEVOLUCION | isbn=978-84-7615-318-1 estudiante=123
[2026-06-02 01:34:32] [INFO ] SANCION_APLICADA | estudiante=123 tipo=roto isbn=978-84-7615-318-1
[2026-06-02 01:35:19] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 01:36:28] [INFO ] INICIO_SESION | usuario=1 tipo=Admin
[2026-06-02 01:36:30] [INFO ] COPIA_SEGURIDAD | ruta=C:\Users\alalu\Documents\uni\ingenieria de software\proyecto-software\copias_seguridad\backup_20260602_013630.json por=1
[2026-06-02 01:39:51] [INFO ] CIERRE_SESION | usuario=1
[2026-06-02 01:39:59] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 01:51:26] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 01:52:29] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 01:52:41] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 01:52:58] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:16:31] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 11:16:44] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 11:23:27] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 11:23:29] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 11:24:49] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:24:53] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:24:58] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 11:25:05] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 11:25:39] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 11:28:13] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 11:28:19] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 11:30:22] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 11:30:33] [INFO ] INICIO_SESION | usuario=123 tipo=Estudiante
[2026-06-02 11:30:40] [INFO ] CIERRE_SESION | usuario=123
[2026-06-02 11:30:45] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:40:34] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:41:17] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:43:20] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:43:32] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:43:42] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:44:01] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:44:06] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:46:25] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:46:46] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:47:30] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:49:01] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:49:09] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:49:17] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:54:26] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:55:08] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:55:23] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
[2026-06-02 11:55:47] [INFO ] CIERRE_SESION | usuario=12
[2026-06-02 11:56:10] [INFO ] INICIO_SESION | usuario=12 tipo=Bibliotecario
